source_id,address,price,beds,type,status,url
"76giExDiK4L","41 Claver Pl, Brooklyn, NY 11238","3799999","8","Single Family Residence","Active","https://onekeymls.com/home-details/41-claver-pl-brooklyn-ny-11238/76giExDiK4L"
"56BHDHyfkLj","63 Irving Pl, Brooklyn, NY 11238","499999","","","Active","https://onekeymls.com/home-details/63-irving-pl-brooklyn-ny-11238/56BHDHyfkLj"
"i4K08XIVHr8","567 Saint Johns Pl Unit 8, Brooklyn, NY 11238","2100000","","Multi Family","Active","https://onekeymls.com/home-details/567-saint-johns-pl-unit-8-brooklyn-ny-11238/i4K08XIVHr8"
"6VsOSqVwLjz","365 Clinton Ave Unit 6E, Brooklyn, NY 11238","750000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/365-clinton-ave-unit-6e-brooklyn-ny-11238/6VsOSqVwLjz"
"aQAyc9a7edR","1039 Fulton St, Brooklyn, NY 11238","1850000","3","Single Family Residence","Active","https://onekeymls.com/home-details/1039-fulton-st-brooklyn-ny-11238/aQAyc9a7edR"
"1uQJNVIGe6t","116 Cambridge Pl Unit 2B, Brooklyn, NY 11238","649000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/116-cambridge-pl-unit-2b-brooklyn-ny-11238/1uQJNVIGe6t"
"33uaAa8oMOP","10 Quincy St Unit 3L, Brooklyn, NY 11238","1995000","2","Condominium","Active","https://onekeymls.com/home-details/10-quincy-st-unit-3l-brooklyn-ny-11238/33uaAa8oMOP"
"j7DVN9nQ34v","478 Classon Ave, Brooklyn, NY 11238","2499999","0","Quadruplex","Pending","https://onekeymls.com/home-details/478-classon-ave-brooklyn-ny-11238/j7DVN9nQ34v"
"dGKO2pyLRpW","138 Saint James Pl, Brooklyn, NY 11238","3499999","0","Quadruplex","Pending","https://onekeymls.com/home-details/138-saint-james-pl-brooklyn-ny-11238/dGKO2pyLRpW"
"h1J5ExawGn2","885 Pacific St, Brooklyn, NY 11238","2399000","4","Duplex","Pending","https://onekeymls.com/home-details/885-pacific-st-brooklyn-ny-11238/h1J5ExawGn2"
"dwaGAhEhOo6","1166 Fulton St, Brooklyn, NY 11216","3500000","","Multi Family","Active","https://onekeymls.com/home-details/1166-fulton-st-brooklyn-ny-11216/dwaGAhEhOo6"
"aPAGlUVHS0m","584 Sterling Pl, Brooklyn, NY 11238","3500000","0","Triplex","Active","https://onekeymls.com/home-details/584-sterling-pl-brooklyn-ny-11238/aPAGlUVHS0m"
"3KquzzOZgkQ","643 5th Ave Unit 6D, Brooklyn, NY 11215","876000","2","Condominium","Active","https://onekeymls.com/home-details/643-5th-ave-unit-6d-brooklyn-ny-11215/3KquzzOZgkQ"
"kKaNNMpfPMe","643 5th Ave Unit 5C, Brooklyn, NY 11215","511200","0","Condominium","Active","https://onekeymls.com/home-details/643-5th-ave-unit-5c-brooklyn-ny-11215/kKaNNMpfPMe"
"f663rt3riUn","643 5th Ave Unit 4A, Brooklyn, NY 11215","716400","1","Condominium","Active","https://onekeymls.com/home-details/643-5th-ave-unit-4a-brooklyn-ny-11215/f663rt3riUn"
"j4NdBEXE1z0","643 5th Ave Unit 6B, Brooklyn, NY 11215","700800","1","Condominium","Active","https://onekeymls.com/home-details/643-5th-ave-unit-6b-brooklyn-ny-11215/j4NdBEXE1z0"
"cSMXDcKsbhf","229 9th St Unit 307, Brooklyn, NY 11215","599000","0","Condominium","Active","https://onekeymls.com/home-details/229-9th-st-unit-307-brooklyn-ny-11215/cSMXDcKsbhf"
"42emCNXCPQs","78 8th Ave Unit 1D, Brooklyn, NY 11215","895000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/78-8th-ave-unit-1d-brooklyn-ny-11215/42emCNXCPQs"
"5mX5bLHEZ6z","436 Prospect Ave, Brooklyn, NY 11215","1495000","","Multi Family","Active","https://onekeymls.com/home-details/436-prospect-ave-brooklyn-ny-11215/5mX5bLHEZ6z"
"1IsnDygpGti","251 1st St Unit 4A, Brooklyn, NY 11215","1800000","2","Condominium","Active","https://onekeymls.com/home-details/251-1st-st-unit-4a-brooklyn-ny-11215/1IsnDygpGti"
"Q8wCShz8AM","528 President St, Brooklyn, NY 11215","5999990","","Other","Active","https://onekeymls.com/home-details/528-president-st-brooklyn-ny-11215/Q8wCShz8AM"
"eZN1dW1bLrU","383 10th St, Brooklyn, NY 11215","4995000","3","Single Family Residence","Active","https://onekeymls.com/home-details/383-10th-st-brooklyn-ny-11215/eZN1dW1bLrU"
"f1vbkdieCFV","554 4th Ave Unit 7B, Brooklyn, NY 11215","820000","1","Condominium","Active","https://onekeymls.com/home-details/554-4th-ave-unit-7b-brooklyn-ny-11215/f1vbkdieCFV"
"2VlTyVakWCv","622 5th Ave, Brooklyn, NY 11215","1988888","","Mixed Use","Active","https://onekeymls.com/home-details/622-5th-ave-brooklyn-ny-11215/2VlTyVakWCv"
"5rjbSDyf5At","165 17th St, Brooklyn, NY 11215","1800000","0","Triplex","Active","https://onekeymls.com/home-details/165-17th-st-brooklyn-ny-11215/5rjbSDyf5At"
"lEbVxHfK6o","599 4th Ave Unit C, Brooklyn, NY 11215","1680000","","Retail","Active","https://onekeymls.com/home-details/599-4th-ave-unit-c-brooklyn-ny-11215/lEbVxHfK6o"
"7hhiYAA9M2N","256 18th St, Brooklyn, NY 11215","3995000","4","Single Family Residence","Active","https://onekeymls.com/home-details/256-18th-st-brooklyn-ny-11215/7hhiYAA9M2N"
"fs0rUB3YwrO","298 12th St Unit 1, Brooklyn, NY 11215","1195000","3","Condominium","Active","https://onekeymls.com/home-details/298-12th-st-unit-1-brooklyn-ny-11215/fs0rUB3YwrO"
"icqtI2Qgw2i","417 17th St # A, Brooklyn, NY 11215","2995000","3","Single Family Residence","Active","https://onekeymls.com/home-details/417-17th-st-a-brooklyn-ny-11215/icqtI2Qgw2i"
"66rB9mpSuvN","569 Carroll St Unit 1, Brooklyn, NY 11215","1595000","2","Condominium","Active","https://onekeymls.com/home-details/569-carroll-st-unit-1-brooklyn-ny-11215/66rB9mpSuvN"
"2w6n1FTf7Uc","86 Prospect Park W Unit 3L, Brooklyn, NY 11215","2500000","4","Stock Cooperative","Active","https://onekeymls.com/home-details/86-prospect-park-w-unit-3l-brooklyn-ny-11215/2w6n1FTf7Uc"
"SLsJGk22uG","256 9th St Unit Ph1, Brooklyn, NY 11215","4699000","4","Condominium","Active","https://onekeymls.com/home-details/256-9th-st-unit-ph1-brooklyn-ny-11215/SLsJGk22uG"
"i9PcKlygJ6G","284 20th St Unit 1B, Brooklyn, NY 11215","1425000","3","Condominium","Active","https://onekeymls.com/home-details/284-20th-st-unit-1b-brooklyn-ny-11215/i9PcKlygJ6G"
"d4s2np5G3m2","456 19th St Unit 4/5d, New York (manhattan), NY 11215","2499000","1","Condominium","Active","https://onekeymls.com/home-details/456-19th-st-unit-45d-new-york-manhattan-ny-11215/d4s2np5G3m2"
"1DqsrzWHEw5","228 13th St Unit 305, Brooklyn, NY 11215","1495000","2","Condominium","Active","https://onekeymls.com/home-details/228-13th-st-unit-305-brooklyn-ny-11215/1DqsrzWHEw5"
"k0YMi1GpZ7a","228 13th St Unit 201, Brooklyn, NY 11215","2225000","3","Condominium","Active","https://onekeymls.com/home-details/228-13th-st-unit-201-brooklyn-ny-11215/k0YMi1GpZ7a"
"fuZTcOjFrvs","223 15th St, Brooklyn, NY 11215","2200000","0","Quadruplex","Active","https://onekeymls.com/home-details/223-15th-st-brooklyn-ny-11215/fuZTcOjFrvs"
"sgZ2MRTsMG","140 East 2nd Street Unit 2-O, Brooklyn, NY 11218","675000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/140-east-2nd-street-unit-2-o-brooklyn-ny-11218/sgZ2MRTsMG"
"f5s2AfHXqRk","379 Ocean Pkwy Unit Pha, Brooklyn, NY 11218","1089000","2","Condominium","Active","https://onekeymls.com/home-details/379-ocean-pkwy-unit-pha-brooklyn-ny-11218/f5s2AfHXqRk"
"jGZG3pcYdcz","495 E 7th St Unit 1J, Brooklyn, NY 11218","285000","0","Stock Cooperative","Active","https://onekeymls.com/home-details/495-e-7th-st-unit-1j-brooklyn-ny-11218/jGZG3pcYdcz"
"M3A98u7KQC","379 Ocean Pkwy Unit 6A, Brooklyn, NY 11218","999000","2","Condominium","Pending","https://onekeymls.com/home-details/379-ocean-pkwy-unit-6a-brooklyn-ny-11218/M3A98u7KQC"
"f0SiwQdOILz","1205 Beverley Rd, Brooklyn, NY 11218","3600000","5","Single Family Residence","Active","https://onekeymls.com/home-details/1205-beverley-rd-brooklyn-ny-11218/f0SiwQdOILz"
"wII15PVmrG","234 Dahill Rd, Brooklyn, NY 11218","1180000","6","Single Family Residence","Active","https://onekeymls.com/home-details/234-dahill-rd-brooklyn-ny-11218/wII15PVmrG"
"fb4esSJocfr","415 Beverly Road Unit 6E, Brooklyn, NY 11218","825000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/415-beverly-road-unit-6e-brooklyn-ny-11218/fb4esSJocfr"
"4JoyRI7BnVn","415 Beverley Rd Unit 3C, Brooklyn, NY 11218","1279000","3","Stock Cooperative","Pending","https://onekeymls.com/home-details/415-beverley-rd-unit-3c-brooklyn-ny-11218/4JoyRI7BnVn"
"eTnembSvf7n","488 Ocean Pkwy Unit 3B, Brooklyn, NY 11218","390000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/488-ocean-pkwy-unit-3b-brooklyn-ny-11218/eTnembSvf7n"
"dkJQTLJFRzu","221 Mcdonald Unit 1G, Brooklyn, NY 11218","585000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/221-mcdonald-unit-1g-brooklyn-ny-11218/dkJQTLJFRzu"
"2iDAPs2MORj","82 Kermit Pl, Brooklyn, NY 11218","1675000","9","Duplex","Active","https://onekeymls.com/home-details/82-kermit-pl-brooklyn-ny-11218/2iDAPs2MORj"
"2GazfCHt5kw","1201 37th St, Brooklyn, NY 11218","2099000","5","Single Family Residence","Active","https://onekeymls.com/home-details/1201-37th-st-brooklyn-ny-11218/2GazfCHt5kw"
"dMJqnvw66h1","121 E 2nd St, Brooklyn, NY 11218","1498000","3","Single Family Residence","Active","https://onekeymls.com/home-details/121-e-2nd-st-brooklyn-ny-11218/dMJqnvw66h1"
"19OBn0HIi9i","355 Stratford Rd Unit 5, Brooklyn, NY 11218","995000","2","Condominium","Pending","https://onekeymls.com/home-details/355-stratford-rd-unit-5-brooklyn-ny-11218/19OBn0HIi9i"
"drASASOzoRR","834 Coney Island Ave, Brooklyn, NY 11218","3999999","","Mixed Use","Active","https://onekeymls.com/home-details/834-coney-island-ave-brooklyn-ny-11218/drASASOzoRR"
"5IePhesFmcT","800 Cortelyou Rd Unit 3E, Brooklyn, NY 11218","949000","3","Stock Cooperative","Active","https://onekeymls.com/home-details/800-cortelyou-rd-unit-3e-brooklyn-ny-11218/5IePhesFmcT"
"gIe318ZcFiL","221 Mcdonald Ave Unit 5F, Brooklyn, NY 11218","799000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/221-mcdonald-ave-unit-5f-brooklyn-ny-11218/gIe318ZcFiL"
"6zOMPOtIVQC","415 Beverley Rd Unit 1R, Brooklyn, NY 11218","750000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/415-beverley-rd-unit-1r-brooklyn-ny-11218/6zOMPOtIVQC"
"avk9IarOTZ8","599 E 7th St Unit 5R, Brooklyn, NY 11218","699000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/599-e-7th-st-unit-5r-brooklyn-ny-11218/avk9IarOTZ8"
"3Rrch8d9PmG","618 E 2nd St, Brooklyn, NY 11218","2450000","7","Quadruplex","Active","https://onekeymls.com/home-details/618-e-2nd-st-brooklyn-ny-11218/3Rrch8d9PmG"
"6gyAkk9VmiO","379 Ocean Pkwy Unit 7B, Brooklyn, NY 11218","999000","2","Condominium","Active","https://onekeymls.com/home-details/379-ocean-pkwy-unit-7b-brooklyn-ny-11218/6gyAkk9VmiO"
"7F0mnscgQmG","79 Westminster Rd, Brooklyn, NY 11218","679000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/79-westminster-rd-brooklyn-ny-11218/7F0mnscgQmG"
"gNH2xoSdlhV","488 Ocean Pkwy Unit 6C, Brooklyn, NY 11218","499000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/488-ocean-pkwy-unit-6c-brooklyn-ny-11218/gNH2xoSdlhV"
"4E6J9NmOWko","176 Seeley St Unit 1D, Brooklyn, NY 11218","1195000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/176-seeley-st-unit-1d-brooklyn-ny-11218/4E6J9NmOWko"
"im4WBPhWInS","207 Prospect Park SW Unit 3C, Brooklyn, NY 11218","995000","2","Condominium","Active","https://onekeymls.com/home-details/207-prospect-park-sw-unit-3c-brooklyn-ny-11218/im4WBPhWInS"
"hdn1txAkcsC","16 Temple Ct, Brooklyn, NY 11218","1795000","2","Single Family Residence","Active","https://onekeymls.com/home-details/16-temple-ct-brooklyn-ny-11218/hdn1txAkcsC"
"6XMgvNaXmmi","275 Webster Ave Unit 4I, Brooklyn, NY 11230","379000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/275-webster-ave-unit-4i-brooklyn-ny-11230/6XMgvNaXmmi"
"fXezUygT1kU","346 Coney Island Ave Unit 601, Brooklyn, NY 11218","1218000","3","Condominium","Pending","https://onekeymls.com/home-details/346-coney-island-ave-unit-601-brooklyn-ny-11218/fXezUygT1kU"
"cyjuqFw3OFr","596 E 8th St, Brooklyn, NY 11218","1530000","5","Duplex","Pending","https://onekeymls.com/home-details/596-e-8th-st-brooklyn-ny-11218/cyjuqFw3OFr"
"5u3Bdx50q4X","634 E 3rd St, Brooklyn, NY 11218","1550000","7","Duplex","Pending","https://onekeymls.com/home-details/634-e-3rd-st-brooklyn-ny-11218/5u3Bdx50q4X"
"b12wKtM4MPk","1505 Nostrand Ave, Brooklyn, NY 11226","1195000","5","Duplex","Active","https://onekeymls.com/home-details/1505-nostrand-ave-brooklyn-ny-11226/b12wKtM4MPk"
"heYjRJ48TsO","1769 Nostrand Ave, Brooklyn, NY 11226","1300000","6","Triplex","Active","https://onekeymls.com/home-details/1769-nostrand-ave-brooklyn-ny-11226/heYjRJ48TsO"
"hE9pcyeWKfL","950 Flatbush Ave, Brooklyn, NY 11226","3200000","","Multi Family","Active","https://onekeymls.com/home-details/950-flatbush-ave-brooklyn-ny-11226/hE9pcyeWKfL"
"frMg7hw3j50","2811 Clarendon Rd, Brooklyn, NY 11226","1325000","6","Duplex","Active","https://onekeymls.com/home-details/2811-clarendon-rd-brooklyn-ny-11226/frMg7hw3j50"
"fpUXrl7byxS","458 E 25th St Unit 305, Brooklyn, NY 11226","579000","2","Condominium","Active","https://onekeymls.com/home-details/458-e-25th-st-unit-305-brooklyn-ny-11226/fpUXrl7byxS"
"dxbKzDtwHmP","310 Lenox Rd Unit 4U, Brooklyn, NY 11226","314900","1","Stock Cooperative","Active","https://onekeymls.com/home-details/310-lenox-rd-unit-4u-brooklyn-ny-11226/dxbKzDtwHmP"
"KwYEMlNutY","404 E 21st St, Brooklyn, NY 11226","1548000","8","Triplex","Active","https://onekeymls.com/home-details/404-e-21st-st-brooklyn-ny-11226/KwYEMlNutY"
"3wXly02n4qF","372 Parkside Ave, Brooklyn, NY 11226","2200000","6","Duplex","Active","https://onekeymls.com/home-details/372-parkside-ave-brooklyn-ny-11226/3wXly02n4qF"
"ietG8TQaFSL","400 E 17th St Unit 304, Brooklyn, NY 11226","479000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/400-e-17th-st-unit-304-brooklyn-ny-11226/ietG8TQaFSL"
"7ZSfAKcg5RB","99 E 31st St, Brooklyn, NY 11226","999999","7","Triplex","Active","https://onekeymls.com/home-details/99-e-31st-st-brooklyn-ny-11226/7ZSfAKcg5RB"
"3bjndGaqYKP","1281 Nostrand Ave, Brooklyn, NY 11226","2200000","","Multi Family","Active","https://onekeymls.com/home-details/1281-nostrand-ave-brooklyn-ny-11226/3bjndGaqYKP"
"9xk8McZiKdQ","466 E 28th St, Brooklyn, NY 11226","1699000","","Multi Family","Active","https://onekeymls.com/home-details/466-e-28th-st-brooklyn-ny-11226/9xk8McZiKdQ"
"jtHB32eLsEW","2809 Church Ave, Brooklyn, NY 11226","1700000","","Other","Active","https://onekeymls.com/home-details/2809-church-ave-brooklyn-ny-11226/jtHB32eLsEW"
"8TeF2pumD7n","2311 Bedford Ave, Brooklyn, NY 11226","1199000","6","Triplex","Pending","https://onekeymls.com/home-details/2311-bedford-ave-brooklyn-ny-11226/8TeF2pumD7n"
"hhS5r0Y9i2U","1089 Rogers Ave, Brooklyn, NY 11226","890000","","Mixed Use","Active","https://onekeymls.com/home-details/1089-rogers-ave-brooklyn-ny-11226/hhS5r0Y9i2U"
"5o2M2Ou9CC4","49 Lott St Unit 3F, Brooklyn, NY 11226","600000","3","Condominium","Pending","https://onekeymls.com/home-details/49-lott-st-unit-3f-brooklyn-ny-11226/5o2M2Ou9CC4"
"imnoDnFRpv2","86 Marlborough Rd, Brooklyn, NY 11226","2100000","7","Single Family Residence","Active","https://onekeymls.com/home-details/86-marlborough-rd-brooklyn-ny-11226/imnoDnFRpv2"
"iSISMGwy6dD","148 Lott St, Brooklyn, NY 11226","999999","","Multi Family","Pending","https://onekeymls.com/home-details/148-lott-st-brooklyn-ny-11226/iSISMGwy6dD"
"cQBXICkntZx","590 Parkside Ave Unit 1bw, Brooklyn, NY 11226","399000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/590-parkside-ave-unit-1bw-brooklyn-ny-11226/cQBXICkntZx"
"9Pfb2uNL7iM","448 E 26th St, Brooklyn, NY 11226","1999999","","Multi Family","Active","https://onekeymls.com/home-details/448-e-26th-st-brooklyn-ny-11226/9Pfb2uNL7iM"
"eAx5thDmFI6","148 E 32nd St, Brooklyn, NY 11226","829000","0","Duplex","Pending","https://onekeymls.com/home-details/148-e-32nd-st-brooklyn-ny-11226/eAx5thDmFI6"
"exYcJoego3j","316 E 32nd St, Brooklyn, NY 11226","959999","5","Duplex","Active","https://onekeymls.com/home-details/316-e-32nd-st-brooklyn-ny-11226/exYcJoego3j"
"bFXtb6NSglp","18 Lenox Rd 16 & Unit 12, Brooklyn, NY 11226","4650000","","Multi Family","Active","https://onekeymls.com/home-details/18-lenox-rd-16-unit-12-brooklyn-ny-11226/bFXtb6NSglp"
"ilktynEQtBY","2313 Newkirk Ave, Brooklyn, NY 11226","1199999","9","Triplex","Active","https://onekeymls.com/home-details/2313-newkirk-ave-brooklyn-ny-11226/ilktynEQtBY"
"ggLUibgb9AX","353 E 17th St, Brooklyn, NY 11226","4990000","6","Single Family Residence","Active","https://onekeymls.com/home-details/353-e-17th-st-brooklyn-ny-11226/ggLUibgb9AX"
"c9qtgchuY0h","333 E 26th St, Brooklyn, NY 11226","999000","5","Duplex","Pending","https://onekeymls.com/home-details/333-e-26th-st-brooklyn-ny-11226/c9qtgchuY0h"
"g2WCXy2lsT7","1703 Foster Ave, Brooklyn, NY 11230","1325000","4","Mixed Use","Pending","https://onekeymls.com/home-details/1703-foster-ave-brooklyn-ny-11230/g2WCXy2lsT7"
"fIiTsbYkQkR","1818 Newkirk Ave Unit 6T, Brooklyn, NY 11226","450000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/1818-newkirk-ave-unit-6t-brooklyn-ny-11226/fIiTsbYkQkR"
"12It5qdFVE7","1135 Flatbush Ave, Brooklyn, NY 11226","2988000","","Multi Family","Active","https://onekeymls.com/home-details/1135-flatbush-ave-brooklyn-ny-11226/12It5qdFVE7"
"hOGjyGTrnI1","9255 Shore Rd Unit 3C, Brooklyn, NY 11209","259000","0","Stock Cooperative","Active","https://onekeymls.com/home-details/9255-shore-rd-unit-3c-brooklyn-ny-11209/hOGjyGTrnI1"
"87gl2E0my3I","160 72nd St Unit 758, Brooklyn, NY 11209","299999","2","Stock Cooperative","Active","https://onekeymls.com/home-details/160-72nd-st-unit-758-brooklyn-ny-11209/87gl2E0my3I"
"a8vGoFqyKxn","6911 Shore Rd Unit 1C, Brooklyn, NY 11209","1199999","3","Condominium","Active","https://onekeymls.com/home-details/6911-shore-rd-unit-1c-brooklyn-ny-11209/a8vGoFqyKxn"
"hxkcQyFKiwd","401 95th St Unit G3, Brooklyn, NY 11209","730000","2","Condominium","Active","https://onekeymls.com/home-details/401-95th-st-unit-g3-brooklyn-ny-11209/hxkcQyFKiwd"
"lb8BpVCdTh2","7609 4th Ave Unit F1, Brooklyn, NY 11209","339000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/7609-4th-ave-unit-f1-brooklyn-ny-11209/lb8BpVCdTh2"
"aTz5OtX2TpS","539 72nd St, Brooklyn, NY 11209","1500000","7","Duplex","Active","https://onekeymls.com/home-details/539-72nd-st-brooklyn-ny-11209/aTz5OtX2TpS"
"5T8q9QTm8MB","185 Battery Ave Unit 2A, Brooklyn, NY 11209","1149000","2","Condominium","Active","https://onekeymls.com/home-details/185-battery-ave-unit-2a-brooklyn-ny-11209/5T8q9QTm8MB"
"pu69ERYvjS","7423 Ridge Blvd Unit 1C, Brooklyn, NY 11209","494900","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/7423-ridge-blvd-unit-1c-brooklyn-ny-11209/pu69ERYvjS"
"kWe3dPrayx0","190 72nd St Unit 122, Brooklyn, NY 11209","309000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/190-72nd-st-unit-122-brooklyn-ny-11209/kWe3dPrayx0"
"lWnSmmQUmGZ","7261 Shore Rd Unit 1R, Brooklyn, NY 11209","359000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/7261-shore-rd-unit-1r-brooklyn-ny-11209/lWnSmmQUmGZ"
"kiWxMArVUQ4","7002 Ridge Blvd Unit B14, Brooklyn, NY 11209","275000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/7002-ridge-blvd-unit-b14-brooklyn-ny-11209/kiWxMArVUQ4"
"3j8VYnlKNpF","302 96th St Unit 4G, Brooklyn, NY 11209","355000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/302-96th-st-unit-4g-brooklyn-ny-11209/3j8VYnlKNpF"
"4H2YKXpHGy8","9731 4th Ave Unit 2C, Brooklyn, NY 11209","499000","1","Condominium","Pending","https://onekeymls.com/home-details/9731-4th-ave-unit-2c-brooklyn-ny-11209/4H2YKXpHGy8"
"kAboLiWJpP8","7119 Shore Rd Unit 3E, Brooklyn, NY 11209","489000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/7119-shore-rd-unit-3e-brooklyn-ny-11209/kAboLiWJpP8"
"gdU2zrL0Khm","58 85th St, Brooklyn, NY 11209","2590000","3","Single Family Residence","Active","https://onekeymls.com/home-details/58-85th-st-brooklyn-ny-11209/gdU2zrL0Khm"
"a4y1ekZpfwB","2 Marine Ave Unit 2B, Brooklyn, NY 11209","351975","1","Stock Cooperative","Active","https://onekeymls.com/home-details/2-marine-ave-unit-2b-brooklyn-ny-11209/a4y1ekZpfwB"
"817K1akQy31","255 79th St Unit B10, Brooklyn, NY 11209","329000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/255-79th-st-unit-b10-brooklyn-ny-11209/817K1akQy31"
"7CEGZcWGBIZ","423 95th St Unit 2H, Brooklyn, NY 11209","730000","1","Condominium","Active","https://onekeymls.com/home-details/423-95th-st-unit-2h-brooklyn-ny-11209/7CEGZcWGBIZ"
"kZqewZqPZ6J","9935 Shore Rd Unit 1D, Brooklyn, NY 11209","599000","1","Condominium","Active","https://onekeymls.com/home-details/9935-shore-rd-unit-1d-brooklyn-ny-11209/kZqewZqPZ6J"
"fgyty6Y3CW2","439 84th St, Brooklyn, NY 11209","1529900","0","Duplex","Pending","https://onekeymls.com/home-details/439-84th-st-brooklyn-ny-11209/fgyty6Y3CW2"
"14hxxZC935v","7259 Shore Rd Unit 3A, Brooklyn, NY 11209","245000","0","Stock Cooperative","Active","https://onekeymls.com/home-details/7259-shore-rd-unit-3a-brooklyn-ny-11209/14hxxZC935v"
"gl2o64O6TLC","7119 Shore Rd Unit 6H, Brooklyn, NY 11209","529000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/7119-shore-rd-unit-6h-brooklyn-ny-11209/gl2o64O6TLC"
"6vEl6rOWkW0","7612 5th Ave, Brooklyn, NY 11209","2999999","","Mixed Use","Pending","https://onekeymls.com/home-details/7612-5th-ave-brooklyn-ny-11209/6vEl6rOWkW0"
"f74bkyeZ4id","138 71st St Unit F15, Brooklyn, NY 11209","349000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/138-71st-st-unit-f15-brooklyn-ny-11209/f74bkyeZ4id"
"1Psc75pPYM","9104 3rd Ave, Brooklyn, NY 11209","2380000","","Multi Family","Active","https://onekeymls.com/home-details/9104-3rd-ave-brooklyn-ny-11209/1Psc75pPYM"
"dsV7m0TnxJm","9511 Shore Rd Unit 112, Brooklyn, NY 11209","499999","1","Condominium","Active","https://onekeymls.com/home-details/9511-shore-rd-unit-112-brooklyn-ny-11209/dsV7m0TnxJm"
"eBLIj2YzNR2","10 Bay Ridge Ave, Brooklyn, NY 11220","2100000","6","Triplex","Active","https://onekeymls.com/home-details/10-bay-ridge-ave-brooklyn-ny-11220/eBLIj2YzNR2"
"6Btd6ZsSBZ8","7101 Colonial Rd Unit L5d, Brooklyn, NY 11209","310000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/7101-colonial-rd-unit-l5d-brooklyn-ny-11209/6Btd6ZsSBZ8"
"3dsEurx3p4R","91 72nd St, Brooklyn, NY 11209","1750000","5","Single Family Residence","Pending","https://onekeymls.com/home-details/91-72nd-st-brooklyn-ny-11209/3dsEurx3p4R"
"5s6Wo8y7YvK","7101 Shore Rd Unit 2C, Brooklyn, NY 11209","395000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/7101-shore-rd-unit-2c-brooklyn-ny-11209/5s6Wo8y7YvK"
"haCIa9BcQ63","8629 Bay Pkwy Unit 5G, Brooklyn, NY 11214","589000","1","Condominium","Active","https://onekeymls.com/home-details/8629-bay-pkwy-unit-5g-brooklyn-ny-11214/haCIa9BcQ63"
"9JaUgETyJtR","8322 24th Avenue Unit 2A, Brooklyn, NY 11214","895000","2","Condominium","Active","https://onekeymls.com/home-details/8322-24th-avenue-unit-2a-brooklyn-ny-11214/9JaUgETyJtR"
"gLHpG3JVJc1","8322 24th Avenue Unit 2C, Brooklyn, NY 11214","895000","2","Condominium","Active","https://onekeymls.com/home-details/8322-24th-avenue-unit-2c-brooklyn-ny-11214/gLHpG3JVJc1"
"allhT1oZBKR","1830 Bath Ave Unit 102, Brooklyn, NY 11214","750000","3","Condominium","Active","https://onekeymls.com/home-details/1830-bath-ave-unit-102-brooklyn-ny-11214/allhT1oZBKR"
"j5I4sVt7iuB","2260 Benson Ave Unit 1B, Brooklyn, NY 11214","449000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/2260-benson-ave-unit-1b-brooklyn-ny-11214/j5I4sVt7iuB"
"aWINXZV3ovL","8616 21st Ave Unit 3H, Brooklyn, NY 11214","668000","2","Condominium","Active","https://onekeymls.com/home-details/8616-21st-ave-unit-3h-brooklyn-ny-11214/aWINXZV3ovL"
"ib7LCXCPalO","39 Bay 22nd St, Brooklyn, NY 11214","2300000","0","Triplex","Pending","https://onekeymls.com/home-details/39-bay-22nd-st-brooklyn-ny-11214/ib7LCXCPalO"
"225vFd9wyv2","121 Bay 20th St, Brooklyn, NY 11214","1199999","4","Single Family Residence","Active","https://onekeymls.com/home-details/121-bay-20th-st-brooklyn-ny-11214/225vFd9wyv2"
